A;MES;CATEGORIA;TIPO;DISTRITO;PROVINCIA;LUGAR ;SITIOTURISTICO;ACTIVIDAD;NUMVISITANTES;PROVENIENCIA;PRECIO
2018;julio;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;48;extranjero;65
2018;julio;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;5;Nacional;30
2018;julio;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;29;extranjero;65
2018;julio;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;1080;Nacional;30
2018;julio;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;153;extranjero;65
2018;julio;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;39;Nacional;30
2018;julio;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;13;extranjero;65
2018;julio;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2018;julio;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;12;extranjero;65
2018;julio;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2018;julio;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2018;julio;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;Nacional;30
2018;julio;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;extranjero;65
2018;julio;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;10980;Nacional;30
2018;julio;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;1062;extranjero;65
2018;julio;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;Nacional;30
2018;julio;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;extranjero;65
2018;julio;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;4685;Nacional;30
2018;julio;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;1938;extranjero;65
2018;julio;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2018;julio;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;31;extranjero;65
2018;julio;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2018;julio;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;extranjero;65
2018;julio;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;16;Nacional;30
2018;julio;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;523;extranjero;65
2018;julio;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;Nacional;30
2018;julio;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;extranjero;65
2018;julio;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;4;Nacional;30
2018;julio;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;841;extranjero;65
2018;julio;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;0;Nacional;30
2018;julio;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;0;extranjero;65
2018;agosto;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 69;Turismo;20120;Nacional;30
2018;agosto;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 70;Turismo;2965;extranjero;65
2018;agosto;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 71;Turismo;984;Nacional;30
2018;agosto;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 72;Turismo;221;extranjero;65
2018;agosto;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;44;Nacional;30
2018;agosto;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;970;extranjero;65
2018;agosto;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;Nacional;30
2018;agosto;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;extranjero;65
2018;agosto;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;9702;Nacional;30
2018;agosto;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;1178;extranjero;65
2018;agosto;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;688;Nacional;30
2018;agosto;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;1;extranjero;65
2018;agosto;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;11;Nacional;30
2018;agosto;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;125;extranjero;65
2018;agosto;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;Nacional;30
2018;agosto;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;8;extranjero;65
2018;agosto;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;Nacional;30
2018;agosto;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;extranjero;65
2018;agosto;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;1113;Nacional;30
2018;agosto;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;3;extranjero;65
2018;agosto;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;388;Nacional;30
2018;agosto;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;983;extranjero;65
2018;agosto;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;12;Nacional;30
2018;agosto;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;102;extranjero;65
2018;agosto;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;3;Nacional;30
2018;agosto;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;70;extranjero;65
2018;agosto;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;Nacional;30
2018;agosto;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;extranjero;65
2018;agosto;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;21;Nacional;30
2018;agosto;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;71;extranjero;65
2018;agosto;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;0;Nacional;30
2018;agosto;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;0;extranjero;65
2018;agosto;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;7;Nacional;30
2018;agosto;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;25;extranjero;65
2018;agosto;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;Nacional;30
2018;agosto;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;10;extranjero;65
2018;agosto;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;796;Nacional;30
2018;agosto;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;98;extranjero;65
2018;agosto;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;19;Nacional;30
2018;agosto;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;10;extranjero;65
2018;agosto;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2018;agosto;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2018;agosto;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2018;agosto;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2018;agosto;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;Nacional;30
2018;agosto;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;extranjero;65
2018;agosto;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;16537;Nacional;30
2018;agosto;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;919;extranjero;65
2018;agosto;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;Nacional;30
2018;agosto;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;extranjero;65
2018;agosto;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;2140;Nacional;30
2018;agosto;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;2234;extranjero;65
2018;agosto;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2018;agosto;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;22;extranjero;65
2018;agosto;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2018;agosto;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;extranjero;65
2018;agosto;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;17;Nacional;30
2018;agosto;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;403;extranjero;65
2018;agosto;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;Nacional;30
2018;agosto;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;extranjero;65
2018;agosto;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;20;Nacional;30
2018;agosto;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;866;extranjero;65
2018;agosto;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;0;Nacional;30
2018;agosto;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;27;extranjero;65
2018;setiembre;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 69;Turismo;9408;Nacional;30
2018;setiembre;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 70;Turismo;2595;extranjero;65
2018;setiembre;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 71;Turismo;460;Nacional;30
2018;setiembre;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 72;Turismo;274;extranjero;65
2018;setiembre;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;12;Nacional;30
2018;setiembre;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;747;extranjero;65
2018;setiembre;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;Nacional;30
2018;setiembre;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;extranjero;65
2018;setiembre;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;4820;Nacional;30
2018;setiembre;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;1087;extranjero;65
2018;setiembre;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;458;Nacional;30
2018;setiembre;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;155;extranjero;65
2018;setiembre;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;2;Nacional;30
2018;setiembre;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;26;extranjero;65
2018;setiembre;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;Nacional;30
2018;setiembre;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;10;extranjero;65
2018;setiembre;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;Nacional;30
2018;setiembre;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;extranjero;65
2018;setiembre;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;885;Nacional;30
2018;setiembre;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;18;extranjero;65
2018;setiembre;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;238;Nacional;30
2018;setiembre;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;692;extranjero;65
2018;setiembre;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;2;Nacional;30
2018;setiembre;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;86;extranjero;65
2018;setiembre;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;Nacional;30
2018;setiembre;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;12;extranjero;65
2018;setiembre;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;Nacional;30
2018;setiembre;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;extranjero;65
2018;setiembre;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;8;Nacional;30
2018;setiembre;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;16;extranjero;65
2018;setiembre;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;3;Nacional;30
2018;setiembre;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;16;extranjero;65
2018;setiembre;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;7;Nacional;30
2018;setiembre;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;20;extranjero;65
2018;setiembre;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;Nacional;30
2018;setiembre;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;10;extranjero;65
2018;setiembre;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;533;Nacional;30
2018;setiembre;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;65;extranjero;65
2018;setiembre;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;487;Nacional;30
2018;setiembre;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;18;extranjero;65
2018;setiembre;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2018;setiembre;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2018;setiembre;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2018;setiembre;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2018;setiembre;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;Nacional;30
2018;setiembre;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;extranjero;65
2018;setiembre;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;9273;Nacional;30
2018;setiembre;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;943;extranjero;65
2018;setiembre;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;Nacional;30
2018;setiembre;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;extranjero;65
2018;setiembre;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;1314;Nacional;30
2018;setiembre;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;1661;extranjero;65
2018;setiembre;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2018;setiembre;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;extranjero;65
2018;setiembre;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2018;setiembre;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;extranjero;65
2018;setiembre;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;8;Nacional;30
2018;setiembre;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;324;extranjero;65
2018;setiembre;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;Nacional;30
2018;setiembre;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;extranjero;65
2018;setiembre;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;12;Nacional;30
2018;setiembre;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;788;extranjero;65
2018;setiembre;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;0;Nacional;30
2018;setiembre;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;27;extranjero;65
2018;octubre;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 69;Turismo;7426;Nacional;30
2018;octubre;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 70;Turismo;2040;extranjero;65
2018;octubre;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 71;Turismo;492;Nacional;30
2018;octubre;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 72;Turismo;299;extranjero;65
2018;octubre;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;13;Nacional;30
2018;octubre;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;540;extranjero;65
2018;octubre;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;Nacional;30
2018;octubre;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;extranjero;65
2018;octubre;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;3777;Nacional;30
2018;octubre;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;820;extranjero;65
2018;octubre;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;415;Nacional;30
2018;octubre;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;147;extranjero;65
2018;octubre;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;Nacional;30
2018;octubre;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;extranjero;65
2018;octubre;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;Nacional;30
2018;octubre;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;extranjero;65
2018;octubre;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;Nacional;30
2018;octubre;convencional;Con boleto ;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;0;extranjero;65
2018;octubre;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;841;Nacional;30
2018;octubre;convencional;exonerado;Acopalca;Huari;Purhuay;laguna Purhuay;Turismo;7;extranjero;65
2018;octubre;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;126;Nacional;30
2018;octubre;convencional;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;526;extranjero;65
2018;octubre;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;6;Nacional;30
2018;octubre;convencional;exonerado;Independencia;Huaraz;Quillcayhuanca;Laguna Churup;Turismo;118;extranjero;65
2018;octubre;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;1;Nacional;30
2018;octubre;Aventura;Con boleto ;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;24;extranjero;65
2018;octubre;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;Nacional;30
2018;octubre;Aventura;exonerado;Independencia;Huaraz;Quillcayhuanca;Quillcayhuanca;Treking;0;extranjero;65
2018;octubre;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;0;Nacional;30
2018;octubre;convencional;Con boleto ;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;0;extranjero;65
2018;octubre;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;7;Nacional;30
2018;octubre;convencional;exonerado;Independencia;Huaraz;Llaca;laguna Llaca;Turismo;1;extranjero;65
2018;octubre;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;Nacional;30
2018;octubre;Aventura;Con boleto ;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;13;extranjero;65
2018;octubre;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;0;Nacional;30
2018;octubre;Aventura;exonerado;Independencia;Huaraz;Llaca;Llaca;Escala Ocshapalca y Vallunaraju;3;extranjero;65
2018;octubre;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;192;Nacional;30
2018;octubre;convencional;Con boleto ;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;28;extranjero;65
2018;octubre;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;3;Nacional;30
2018;octubre;convencional;exonerado;Shilla;Carhuaz;Ulta;Punta olimpica;Turismo;0;extranjero;65
2018;octubre;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2018;octubre;Aventura;Con boleto ;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2018;octubre;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;Nacional;30
2018;octubre;Aventura;exonerado;Shilla;Carhuaz;Ulta;Ulta;escalada al nevado Contrahierbas;0;extranjero;65
2018;octubre;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;Nacional;30
2018;octubre;convencional;Con boleto ;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;0;extranjero;65
2018;octubre;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;8396;Nacional;30
2018;octubre;convencional;exonerado;Chavin ;Huaraz;Querococha;Laguna Querocoha;Turismo;687;extranjero;65
2018;octubre;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;Nacional;30
2018;octubre;convencional;Con boleto ;Caraz;Huaylas;Paron;Laguna Paron;Turismo;0;extranjero;65
2018;octubre;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;1082;Nacional;30
2018;octubre;convencional;exonerado;Caraz;Huaylas;Paron;Laguna Paron;Turismo;1361;extranjero;65
2018;octubre;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2018;octubre;Aventura;Con boleto ;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;extranjero;65
2018;octubre;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;Nacional;30
2018;octubre;Aventura;exonerado;Caraz;Huaylas;Paron;Paron;Nevado Artesonraju;0;extranjero;65
2018;octubre;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;Nacional;30
2018;octubre;Aventura;Con boleto ;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;132;extranjero;65
2018;octubre;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;Nacional;30
2018;octubre;Aventura;exonerado;Cashapampa;Sihuas;Cashapampa;Cashapampa;trekking ;0;extranjero;65
2018;octubre;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;7;Nacional;30
2018;octubre;Aventura;Con boleto ;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;581;extranjero;65
2018;octubre;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;0;Nacional;30
2018;octubre;Aventura;exonerado;San Marcos;Huari;Huaripampa;Huaripampa;trekking ;12;extranjero;65
2018;noviembre;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 69;Turismo;8299;Nacional;30
2018;noviembre;convencional;Con boleto ;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 70;Turismo;1774;extranjero;65
2018;noviembre;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 71;Turismo;434;Nacional;30
2018;noviembre;convencional;exonerado;Yungay;Yungay;Llanganuco;laguna Chinancocha y laguna 72;Turismo;157;extranjero;65
2018;noviembre;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;4;Nacional;30
2018;noviembre;Aventura;Con boleto ;Yungay;Yungay;Llanganuco;PNH;escalada nevados;515;extranjero;65
2018;noviembre;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;Nacional;30
2018;noviembre;Aventura;exonerado;Yungay;Yungay;Llanganuco;PNH;escalada nevados;0;extranjero;65
2018;noviembre;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;4020;Nacional;30
2018;noviembre;convencional;Con boleto ;Catac;Recuay;carpa;Pastoruri;Turismo;684;extranjero;65
2018;noviembre;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;380;Nacional;30
2018;noviembre;convencional;exonerado;Catac;Recuay;carpa;Pastoruri;Turismo;67;extranjero;65
2018;noviembre;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;Nacional;30
2018;noviembre;Aventura;Con boleto ;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;extranjero;65
2018;noviembre;Aventura;exonerado;Huaraz;Huaraz;Ishinca;PNH;escala nevados;0;Nacional;30
